emp_id ,full_name,gender,dob,join_date,Department,job_title,manager_id,location,Status,salary,email,phone,employment_type,last_working_day
335, Travis Cameron ,Female,2002-02-04,2004-05-25,sales,Operations Lead,35, ,Terminated,-1000.0,qshepherd@smith.info,258.111.3765x2370,,2007-05-03
336, Sarah Madden ,Male,1992-09-25,2013-03-01,Engineering,,15,Remote,Terminated,-1000.0,baldwinwendy@sandoval.net,8689981052,Full-time,2018-03-26
337, Alex Combs ,Female,2000-07-29,2024-12-25,Operations,,40,Bangalore,Active,32068.0,hollandtracy@yahoo.com,815-180-9127,,
338, Daniel Ramirez ,Female,1969-09-30,2000-06-30,  Engineering  ,HR Manager,46,Hyderabad,Terminated,-1000.0,zlogan@strong-day.com,+1-652-211-8211x51443,Contract,2010-12-03
339, Thomas Jackson ,Female,1970-12-03,2006-08-11,Sales,Sales Executive,30,Remote,Resigned,-1000.0,molly42@benjamin.biz,+1-381-112-3860x27528,Intern,2010-02-12
340, Toni Johnson ,Male,1992-10-24,2016-07-18,Engineering,,7,Chennai,Resigned,58112.0,fbradley@yahoo.com,(483)541-4447x7677,Intern,2020-08-15
341, Jeffrey Romero ,Female,1971-11-29,2004-01-30,Engineering,Sales Executive,6,Hyderabad,Active,88160.0,louisrojas@costa.biz,805.444.3151x0060,Contract,
342, Kenneth Webb ,Female,1978-04-17,2021-10-17,Engineering,Sales Executive,33,Bangalore,,137660.0,tmoran@yahoo.com,(807)405-3770x25967,,2022-03-04
343, Robert Jefferson ,Female,1998-09-15,2005-11-16,  Engineering  ,Operations Lead,36, ,Active,,agonzalez@house-young.com,001-068-195-9947x1267,Full-time,
344, Christina Mcguire ,Male,1981-10-28,2009-11-21,HR,Software Engineer,50,Remote,Resigned,-1000.0,kevinhenson@yahoo.com,052-198-9386x764,Full-time,2018-07-03
345, Katie Lutz ,Female,1978-06-11,2002-05-05,Engineering,Operations Lead,28,Chennai,,-1000.0,jcervantes@gmail.com,(883)314-2187,Intern,2013-02-28
346, Daniel Villanueva ,Male,2001-11-18,2017-10-05,Finance,HR Manager,24,Remote,Active,-1000.0,kimberlyhopkins@white.com,(485)217-3936x910,Contract,
347, Bryan Scott ,Female,1973-11-08,1995-05-19,Finance,,44,Chennai,Active,61977.0,robinsonwilliam@mendez.org,(503)210-3205x23435,Intern,
348, Darlene Smith ,Male,2001-10-24,2009-05-23,Finance,Software Engineer,16,Bangalore,Active,,kgraham@meyer.com,691-492-1524x45458,Full-time,
349, Logan Hernandez ,Male,1991-07-07,2006-03-31,sales,Operations Lead,29,Remote,Terminated,72467.0,jamesharris@christensen-jones.com,001-629-700-9716x236,,2013-07-05
350, Leah Huffman ,Female,1995-12-30,2001-03-28,Sales,Software Engineer,4,Chennai,Terminated,,kmays@hotmail.com,989-364-6078x19470,,2002.10.26
351, Zachary Moss ,,1965-03-29,1982-11-17,Sales,Finance Analyst,5,Bangalore,Resigned,-1000.0,ujackson@scott.info,(523)915-5802x18594,,16 July 2015
352, Shane Craig ,Male,1970-07-19,2014-12-04,Sales,Software Engineer,36,Hyderabad,Terminated,-1000.0,nandrews@melendez.com,512-662-8957x7674,Full-time,2017-03-26
353, James Roy ,Male,1982-02-16,2009-11-24,HR,,39, ,Terminated,,pacelarry@bishop-duncan.info,158.140.5280x922,Intern,2011-02-18
354, Amanda Diaz ,Male,1967-02-01,1968-12-15,Operations,,47,Hyderabad,,140787.0,christine32@gmail.com,+1-617-000-7187x88053,Contract,1981-05-04
355, Laura Miller ,Female,1993-12-08,2013-12-15,Engineering,Operations Lead,26, ,Active,,bjohnson@yahoo.com,302-173-8856x1637,,
356, Eric Rivera ,Female,1989-06-04,2014-08-09,Operations,HR Manager,28,Remote,Resigned,-1000.0,gphelps@yahoo.com,+1-889-644-2010,,2024-10-21
357, Zachary Williams ,,1979-06-30,1998-07-10,Finance,Software Engineer,17,Hyderabad,,-1000.0,rebeccabenjamin@yahoo.com,955.759.3528,Full-time,2016-01-25
358, Angel Burnett ,Male,1973-09-25,1998-03-01,sales,,29,Bangalore,,-1000.0,bmontes@gmail.com,(797)525-1614,,2005-12-18
359, Sarah Bryant ,Male,1972-09-21,1986-11-05,sales,Software Engineer,11, ,Terminated,-1000.0,iquinn@johnson.com,7003626455,Intern,2012-12-28
360, Gregory Stafford ,Female,1973-10-28,2012-08-11,Sales,,27,Chennai,,149188.0,miranda08@hotmail.com,969.633.4746x77916,,2022-09-09
361, Lindsay Hawkins ,Female,1993-06-18,2001-08-22,Operations,HR Manager,14, ,,61754.0,mark33@yahoo.com,+1-306-171-6798,,2007-08-04
362, David Moore ,,1986-03-02,2001-01-23,sales,,13,Chennai,,-1000.0,melissavazquez@yahoo.com,010.088.0501x5147,Contract,2018-12-18
363, Melissa Bell ,Female,1968-03-27,2014-12-04,Engineering,Software Engineer,42, ,Terminated,109820.0,ajenkins@hotmail.com,+1-283-386-3137x768,Full-time,2020-11-11
364, Francisco Dean ,Male,1978-02-14,2023-05-05,Operations,,41,Remote,Resigned,,ricealexander@yahoo.com,561.856.0216,,2024-10-20
365, Richard Acosta ,Male,1964-12-01,1971-10-20,Engineering,Sales Executive,31,Remote,,,john93@schultz.com,573-142-2757,Contract,1992-06-30
366, Charles Burns ,,1966-01-26,2019-12-06,Operations,HR Manager,20,Remote,,,awright@wright-fields.com,050.259.9828x06159,,2024-08-02
367, Amber Walls ,Male,1988-05-26,2001-05-27,Operations,HR Manager,40,Bangalore,Terminated,,wagnersherry@yahoo.com,935.203.8690x8844,Full-time,2009-01-04
368, Matthew Johnson ,Male,1965-02-15,1998-07-14,Finance,,10,Hyderabad,Active,,westbrenda@coleman.biz,+1-219-703-1546,Contract,
369, Mary Cross ,,1990-09-30,2015-01-17,Operations,Sales Executive,4,Remote,,32721.0,jlyons@hotmail.com,(451)267-5951,Full-time,2017-05-14
370, Tammy Dixon ,Male,1970-12-16,2018-03-25,Finance,Sales Executive,35,Remote,,,mark34@gmail.com,(750)341-1025x41302,Contract,2019-02-09
371, Michael Mason ,Male,1993-04-16,2015-07-30,sales,Finance Analyst,16,Remote,Terminated,,jennifer35@martin-cox.com,202.914.9113,Contract,2022-07-31
372, Gordon Carr ,Female,1974-07-22,1978-07-13,Engineering,Finance Analyst,50,Bangalore,Active,-1000.0,alopez@gray.com,(642)993-5264x13576,Intern,
373, Misty Campbell ,Female,1969-07-26,1971-09-09,HR,Software Engineer,21,Remote,,,mjones@saunders.com,(767)217-0324x3062,Intern,1987-06-03
374, Melissa Jackson ,Female,1994-07-17,2018-12-31,  Engineering  ,Finance Analyst,30,Bangalore,Active,140876.0,oconnorian@yahoo.com,610.660.7128x2526,,
375, Lisa Lane ,Female,1997-12-01,2013-02-04,  Engineering  ,Sales Executive,46,Remote,Terminated,66336.0,eddiecastro@yahoo.com,001-500-820-2346x2510,Intern,2015-03-19
376, Todd Gutierrez ,,1981-11-29,1982-05-04,  Engineering  ,Software Engineer,2, ,Terminated,-1000.0,rachelvaughan@gmail.com,539-985-8535,Intern,1996-10-05
377, Sean Solis ,,1991-08-12,1993-02-17,sales,Operations Lead,32,Hyderabad,Terminated,134412.0,scott33@gmail.com,001-057-724-8894,Intern,2000-09-23
378, Susan Mueller ,,1978-10-26,2001-03-15,Finance,Operations Lead,29,Chennai,Active,,hsims@graves-keller.com,+1-017-677-4875,Intern,
379, Richard Martinez ,Male,1992-08-26,2005-06-26,HR,Finance Analyst,31,Chennai,Resigned,,robertsrichard@jackson.info,124.987.1048x55274,,2015-09-13
380, David Solomon ,Female,1991-01-21,2018-09-16,Finance,Finance Analyst,12,Bangalore,,-1000.0,josewilliamson@matthews.org,(917)559-0314,Intern,2023-10-18
381, Evan Romero ,Male,1977-11-15,1987-12-04,Engineering,HR Manager,13,Remote,Resigned,,xjackson@martinez.com,652-086-8202,Intern,1990-02-11
382, Rhonda Jenkins ,Female,1966-04-28,2001-08-26,HR,Operations Lead,36,Chennai,Resigned,-1000.0,stephaniebriggs@hernandez.com,672-612-8335x9796,Full-time,2003-04-19
383, Sabrina Jones ,Female,1972-12-28,2025-03-19,Operations,Finance Analyst,36,Hyderabad,Terminated,,jamesellis@hunter.net,0028873029,Full-time,2025-03-31
384, Jose Carr ,,1997-08-28,2001-11-21,  Engineering  ,,13,Bangalore,,-1000.0,cynthia87@dean.com,+1-313-720-2954x214,Contract,2012-07-07
385, Jessica Lopez ,Male,1997-11-19,2020-11-21,  Engineering  ,HR Manager,24, ,Active,38447.0,sandra42@yahoo.com,(604)925-5845,Intern,
386, Kim Hoffman ,Female,2000-08-18,2018-06-15,Sales,HR Manager,25,Hyderabad,Active,-1000.0,egraham@reed-johnson.info,001-309-244-1787x4380,Full-time,
387, Barbara Hammond ,,1975-05-11,1991-06-14,Operations,HR Manager,8, ,Active,-1000.0,susanpeck@hotmail.com,383-680-3152x7692,,
388, Tracey Marshall ,,1977-12-14,1992-01-14,Operations,Finance Analyst,18,Hyderabad,Terminated,-1000.0,stevensmith@hotmail.com,(190)391-6882,Full-time,1994-11-14
389, Tyler Vargas ,Male,1971-08-08,2003-08-24,  Engineering  ,,34,Chennai,Active,,colemanjohn@miller.com,005-017-1839x996,Full-time,
390, Michael Bray ,Female,1970-04-03,2023-10-14,Sales,HR Manager,29,Bangalore,Terminated,,hobbscynthia@hotmail.com,001-081-901-5620x3685,,2024-11-01
391, James Wilkerson ,Female,1982-07-18,1983-04-28,Operations,Finance Analyst,39,Chennai,,,richard25@boyd-morgan.info,033.553.1470,Intern,1998-01-06
392, Robert White ,,1975-06-26,2012-06-28,Sales,Sales Executive,28,Chennai,Terminated,-1000.0,nathanberry@hotmail.com,001-426-112-0952x770,,2022-07-15
393, Jeffrey Rivera MD ,Female,1995-05-13,2015-04-18,sales,,35,Hyderabad,Terminated,,julie46@mclaughlin-moore.com,817.906.1048x35949,,2024-08-04
394, Brittney Petersen ,Female,1991-11-18,2021-12-08,Engineering,,3, ,Active,-1000.0,gregory10@dickerson-booker.org,001-551-279-7181x4298,Full-time,
395, Jody Hernandez ,Female,1988-07-18,2024-05-11,Operations,Operations Lead,14,Bangalore,Terminated,,barry20@hansen-baker.com,0723641013,Full-time,2024-12-14
396, James Welch ,Female,1986-01-31,2013-06-14,sales,Software Engineer,26,Chennai,Active,-1000.0,robertomurphy@ponce-rhodes.net,628.333.9243,Contract,
397, Joshua Walker ,,1975-03-11,2017-09-13,Engineering,,7, ,Resigned,-1000.0,lewisnicole@baker.com,+1-408-287-8589x11397,Contract,2023-06-20
398, Patricia Jenkins ,Male,1983-05-28,2012-01-01,Finance,Finance Analyst,49,Hyderabad,Active,-1000.0,deborahbell@hotmail.com,+1-781-126-2118x244,Contract,
399, Jeanette Massey ,,1972-04-12,1984-02-04,sales,,43,Hyderabad,Active,118947.0,jordanmichael@hotmail.com,831.214.8738x178,Contract,
400, Eric Keller ,,1988-10-15,2002-05-24,  Engineering  ,Software Engineer,16,Chennai,Resigned,,lauren64@yahoo.com,124-401-7463x76551,Full-time,2009-08-20
400, Eric Keller ,,1988-10-15,2002-05-24,  Engineering  ,Software Engineer,16,Chennai,Resigned,,lauren64@yahoo.com,124-401-7463x76551,Full-time,2009-08-20
401, Peter Welch ,Female,1994-08-26,1996-08-29,HR,HR Manager,35,Remote,Active,-1000.0,reedamanda@gmail.com,001-163-672-2303x1014,Contract,
402, Madison Jones ,Female,1990-05-19,1995-11-26,Sales,Operations Lead,46,Hyderabad,Active,60846.0,kevin82@burton.org,+1-966-962-5006x9200,Full-time,
403, Marc Lynch ,,1998-02-16,2019-09-07,Engineering,HR Manager,42,Bangalore,Active,,dbraun@yahoo.com,+1-774-659-9903x5615,Contract,
404, Jeremy Jones ,,1979-09-13,2006-03-02,Finance,,4,Chennai,Active,-1000.0,gsullivan@yahoo.com,001-612-271-4146x1297,Full-time,
405, Mikayla Peterson ,Female,1967-09-13,1976-10-29,  Engineering  ,Sales Executive,44,Bangalore,Resigned,,alexanderlopez@yahoo.com,608-899-8613,Contract,1998-11-11
406, Mr. Christopher Keith ,Male,1976-09-20,1991-02-27,sales,Software Engineer,4,Bangalore,Active,,greenisabel@wright.com,(676)306-4356,Intern,
407, Jennifer Scott ,Male,1995-01-31,2007-11-07,Operations,Operations Lead,21, ,,80587.0,jeanmitchell@gmail.com,235.800.9402x33223,,2008-07-05
408, Amy Suarez ,Male,2002-05-19,2023-05-11,Engineering,Operations Lead,7, ,Terminated,-1000.0,willisapril@gmail.com,(731)753-9799,Intern,2023-07-04
409, Ellen Mays ,,1977-08-14,2008-02-17,Operations,,36,Hyderabad,Resigned,,hwhite@hill-riddle.com,(523)856-9792x826,Intern,2009-05-12
410, Diana Dorsey ,Female,1999-02-16,2014-12-12,HR,Sales Executive,44, ,Resigned,,gwendolyn72@casey.com,000-193-7356,Contract,2017-02-22
411, Linda Salinas ,Female,1996-01-18,2023-10-21,  Engineering  ,Software Engineer,47,Bangalore,Active,,powersronald@lopez-anderson.net,+1-640-755-2051x89015,,
412, Jose Lynch ,Female,1978-03-24,2021-07-12,Sales,HR Manager,40,Chennai,Active,131576.0,fieldsmarie@green.com,001-671-812-1681,Full-time,
413, Kimberly Buck ,Male,1993-02-04,2002-12-11,  Engineering  ,Software Engineer,43,Bangalore,Active,134632.0,qrodriguez@walker-horton.com,799.132.5266,Intern,
414, Edward Barnett ,,1979-06-16,1990-02-03,Engineering,Sales Executive,41, ,Resigned,,kellyfischer@gmail.com,+1-207-196-2195x967,,2024-11-07
415, Richard Henry ,Female,1991-08-21,1997-01-31,sales,Sales Executive,21,Hyderabad,Resigned,125640.0,joshua75@hotmail.com,839.452.6727,Contract,2003-09-08
416, Shane Anderson ,Male,1980-08-14,2002-03-17,HR,Sales Executive,21,Hyderabad,Terminated,,linda40@gmail.com,414-728-4248x1767,Full-time,2018-03-16
417, Tracy Holland ,Female,1995-11-20,1998-07-27,Finance,Software Engineer,11,Bangalore,Active,-1000.0,bblack@yahoo.com,+1-973-225-2400x7526,Contract,
418, Julie Nelson ,,1988-03-13,2007-10-18,Operations,Software Engineer,47,Chennai,Active,43637.0,alice03@hotmail.com,+1-574-760-4404x59209,Intern,
419, Michele Scott ,Female,1971-01-09,2006-01-01,Engineering,Finance Analyst,26,Bangalore,Active,55468.0,walljustin@cervantes.com,+1-792-807-9531x8921,Contract,
420, Michael Campbell ,Female,1972-10-10,2005-04-05,Finance,,12, ,,51277.0,xmurray@morton.info,758-551-3229x53051,Full-time,2019-08-05
421, Alexis Stanton ,Male,1994-06-11,2004-10-12,HR,Operations Lead,50,Remote,,-1000.0,youngmatthew@gonzalez-ibarra.com,1430024860,Intern,2017-12-04
422, Jeff Smith ,,1990-09-09,2008-03-28,Sales,Operations Lead,21,Hyderabad,Resigned,-1000.0,paul34@kim.biz,(058)401-4522,,2020-04-03
423, Thomas Nelson ,Female,1996-10-12,2024-01-28,sales,Finance Analyst,22,Chennai,,-1000.0,nathan15@gmail.com,(540)008-1257,,2025-03-18
424, Leonard Boyd ,,1992-12-31,2021-03-05,Sales,Finance Analyst,30,Remote,Active,,marywelch@taylor.org,842.476.6481x688,Intern,
425, Melissa Cole ,Female,1974-12-15,2003-03-06,  Engineering  ,,43, ,Terminated,-1000.0,destiny80@gamble.com,538.887.9274x512,Full-time,2024-03-17
426, Caitlin Hines ,,1967-05-06,1989-11-21,sales,Software Engineer,40, ,,,meganbass@reynolds.biz,278-798-1228,Full-time,2003-02-11
427, Richard Frazier ,Female,1975-11-10,1992-01-07,sales,HR Manager,14,Hyderabad,Terminated,,wrightcandace@gmail.com,432.209.2011x04423,Contract,2008-07-20
428, Alyssa Harris ,,1992-07-10,1996-06-03,  Engineering  ,Software Engineer,21,Chennai,Active,,mitchellnichols@hotmail.com,001-671-578-9916,Intern,
429, Todd Jenkins ,Male,1981-05-26,2013-06-16,sales,,17, ,,97677.0,adamtaylor@taylor.com,(515)436-7474x28879,,2022-04-18
430, Stephanie Vega ,Male,1995-01-25,2010-11-10,Engineering,Operations Lead,28,Hyderabad,,,virginiapowell@yahoo.com,819-950-1323x799,Full-time,2022-09-10
431, Tiffany Wood ,,2002-10-12,2024-10-05,Sales,HR Manager,17,Hyderabad,Terminated,138497.0,hvargas@johnson-jones.info,+1-165-562-2183x12301,Full-time,2024-10-24
432, Bonnie Henderson ,Male,1997-12-02,2004-11-01,sales,Sales Executive,31,Chennai,Terminated,61764.0,hulljermaine@wu-mccullough.com,(038)590-2939,Intern,2019-02-19
433, Alicia Davis ,,1999-05-28,2008-12-22,sales,Sales Executive,35,Remote,Terminated,-1000.0,englishregina@johns.info,822-909-8390,Full-time,2019-04-17
434, Jeffrey Bridges ,,1982-06-11,2023-04-30,Operations,HR Manager,41,Bangalore,Active,62202.0,griffinalexis@hickman-gonzales.org,001-900-943-0843x96756,Full-time,
435, Robert Ford ,,1985-10-15,2024-09-03,Operations,Finance Analyst,18,Hyderabad,Resigned,118998.0,shelleyross@maldonado.com,001-100-161-8029x50959,,2024-12-12
436, Sarah Morris ,Female,2001-05-14,2004-02-23,Sales,Operations Lead,2,Bangalore,Resigned,,jessicagutierrez@hayes.com,001-445-088-8816x00451,Full-time,2017-12-25
437, Katrina Rodriguez ,Female,1981-10-09,2018-09-03,Engineering,Software Engineer,29,Chennai,,-1000.0,pagesharon@perry.com,204-958-6940x526,Full-time,2020-11-27
438, Jessica Martin ,Female,1982-06-24,1986-12-26,sales,Sales Executive,14,Hyderabad,,122615.0,michael16@heath.com,519-782-8549,,2000-08-09
439, David Cooper ,Female,1973-08-05,2008-07-25,Operations,Finance Analyst,18,Bangalore,,124085.0,tracyrodriguez@hotmail.com,+1-206-799-3320x38947,Full-time,2016-03-21
440, Ronald Ramirez ,,1984-04-24,2019-03-04,sales,Finance Analyst,37, ,,104135.0,marknelson@hotmail.com,465-482-7441,Contract,2024-12-20
441, Ralph Nelson ,,1975-10-04,1983-03-06,Operations,Sales Executive,50,Chennai,Terminated,,cmontgomery@gmail.com,0464102786,,2005-10-13
442, Nicole Terry ,Male,1976-07-05,2002-12-31,Sales,Operations Lead,38,Remote,Terminated,-1000.0,yhernandez@yahoo.com,001-618-735-1523x8666,,2024-07-22
443, Kenneth Stevens ,Female,1992-01-05,2008-06-24,Sales,Sales Executive,8,Remote,Active,,stonepatrick@reynolds-perry.com,001-170-665-5014x3621,,
444, Kelly Scott ,Female,1981-12-30,2015-01-19,Sales,Operations Lead,50,Bangalore,Resigned,98887.0,mossmatthew@molina-valdez.info,129.915.2789x5249,Intern,2020-04-17
445, Ryan Flores ,,1992-06-11,2024-03-26,Operations,Finance Analyst,40,Chennai,Resigned,-1000.0,jwatson@bauer.com,(786)885-0616x0580,Intern,2024-10-15
446, Susan Curtis ,Male,1988-09-08,2010-10-09,sales,HR Manager,7,Remote,Resigned,,halekatherine@hotmail.com,555.441.7812x152,Contract,2018-11-09
447, Kelly Torres ,Female,1979-04-05,1980-09-25,Sales,,48, ,Active,-1000.0,krystal29@rodriguez.com,+1-122-769-5730x7905,Intern,
448, John Carroll ,Female,2002-06-01,2018-04-25,sales,HR Manager,7,Hyderabad,,126462.0,laurawilson@gardner.info,+1-053-342-9771x88008,Full-time,2024-09-27
449, Tracy Terry ,Male,1973-01-28,2017-04-01,Operations,HR Manager,8,Remote,Resigned,,jenniferjones@hendricks.com,000-917-8115x3519,Contract,2025-01-26
450, Edwin Sutton ,Male,1966-11-09,2005-05-29,  Engineering  ,Operations Lead,17, ,Active,60892.0,xsaunders@andrews.org,(473)199-4542x94873,Full-time,
451, Sandra Johnson ,Female,1995-03-26,2000-10-11,sales,Sales Executive,40,Bangalore,Active,104928.0,jsanchez@yahoo.com,001-812-687-8387x1871,Full-time,
452, Yolanda Williams ,Male,1978-01-22,2005-06-10,Sales,Finance Analyst,7,Chennai,Terminated,52662.0,alicialucas@hotmail.com,447-006-7843x78695,Full-time,2023-07-24
453, Amy Hebert ,,1993-12-14,2010-03-07,Operations,Operations Lead,38,Hyderabad,Active,109073.0,kmathis@hotmail.com,001-432-331-0881,Contract,
454, Bryan Lindsey ,,1983-10-27,2018-08-31,Operations,,41,Chennai,Terminated,58296.0,pharris@conway-barnett.org,468-382-1654x2233,Contract,2021-06-13
455, John Sanchez ,,1975-11-04,2001-11-20,Sales,Software Engineer,9,Hyderabad,Active,,qburke@ali.net,(380)119-2816x6669,Contract,
456, Eric Thompson ,Female,1978-03-29,1990-09-27,Finance,,46,Hyderabad,Active,53503.0,pmorales@lynn.com,001-347-514-0514x548,Contract,
457, Paula Alvarado ,Female,1998-08-06,2009-10-08,Operations,,18,Chennai,Terminated,,kmartinez@hotmail.com,465-442-8082x13977,,2013-04-20
458, Rhonda Dominguez ,Male,1991-11-06,2001-12-07,  Engineering  ,Finance Analyst,15,Chennai,Resigned,,,068-620-0408,Full-time,2002-11-21
459, Julie Craig ,Female,1971-08-17,1994-08-23,  Engineering  ,HR Manager,13,Hyderabad,Active,64791.0,,6533990394,Intern,
460, Ronald Mcconnell DDS ,Male,1982-08-09,1997-07-11,Engineering,HR Manager,50,Bangalore,Terminated,-1000.0,rvang@hotmail.com,412.688.9057x0173,Intern,2013-02-08
461, James Fuller ,Female,1996-03-06,2011-12-17,  Engineering  ,HR Manager,17, ,Resigned,,brianperez@collins.biz,(372)102-8561x326,Full-time,2015-02-02
462, Leslie Lara ,Female,1993-01-16,1993-03-23,Engineering,Operations Lead,41,Bangalore,Resigned,-1000.0,garycherry@yahoo.com,(603)889-8196,Intern,1995-12-31
463, Nancy Lee ,,2000-01-28,2020-07-17,  Engineering  ,Operations Lead,36,Chennai,Terminated,-1000.0,,(598)027-2193x9031,,2021-03-08
464, Pamela Moore ,Female,1999-02-18,2002-02-17,HR,Software Engineer,21,Hyderabad,Active,44198.0,victorcallahan@gmail.com,(347)465-8707,Full-time,
465, Pamela Williams ,,1997-01-02,2017-08-25,  Engineering  ,HR Manager,9,Bangalore,,-1000.0,nrichardson@may.org,6149131071,Full-time,2017-10-08
466, William Robinson ,Male,1976-08-21,2002-04-04,sales,Software Engineer,27,Hyderabad,Terminated,-1000.0,michaelmcknight@hotmail.com,518-022-6832x780,,2019-03-19
467, Robert Mcgee ,Female,1997-07-04,2005-10-13,Operations,Finance Analyst,16,Bangalore,Terminated,-1000.0,nicole00@calhoun.com,+1-951-054-8063x9334,Intern,2015-04-15
468, Gwendolyn Bryan ,Female,1990-01-10,1990-07-05,sales,Operations Lead,16,Hyderabad,Terminated,,crystal59@peterson.com,+1-995-460-7779x2430,Intern,2017-09-05
469, Bradley Jennings ,Male,1990-09-15,1995-02-27,Engineering,Finance Analyst,28,Bangalore,Active,-1000.0,cpadilla@higgins-stewart.com,747.899.9037x046,Full-time,
470, Tina Howell ,Male,1980-10-19,1991-08-25,Engineering,HR Manager,3, ,Terminated,133827.0,bjohnson@fox.com,008.096.3292x12181,Contract,2006-05-06
471, Rebecca Parks ,Male,1976-10-07,1979-10-22,Operations,,10,Chennai,Resigned,-1000.0,sarah25@white.com,(811)723-5999x303,Full-time,2007-11-02
472, Jasmine Lin ,Female,1971-02-22,1990-04-12,  Engineering  ,Software Engineer,12, ,Resigned,-1000.0,jonesrita@shaw.info,(501)492-9372,,1994-10-04
473, Catherine Brown ,Female,1999-07-30,2010-03-20,Engineering,Software Engineer,35,Remote,Resigned,,kathleenbird@smith.biz,058-716-4640x6154,Contract,2015-08-28
474, Dana Lopez ,Male,1971-12-29,1990-10-07,Sales,,44, ,,-1000.0,munozmichael@yahoo.com,826.150.8511x247,Full-time,2012-02-12
475, Mrs. Katie Dickson ,Male,1971-03-18,1979-03-18,Engineering,Sales Executive,7,Remote,Resigned,128893.0,alvarezmaurice@bruce.biz,178.462.8610x0289,Intern,1984-12-06
476, Erica Gonzalez ,Female,1986-02-03,2022-07-14,Operations,HR Manager,21,Hyderabad,Terminated,139726.0,,(192)666-6263x7576,,2024-05-01
477, Betty Perez ,,1980-08-28,1996-07-07,HR,Sales Executive,41,Bangalore,Resigned,,qsmith@hayes-johnson.com,+1-769-929-9322x4441,,2017-12-18
478, Gary Williams ,Male,1997-11-08,2011-05-11,Engineering,Operations Lead,10,Chennai,,,ygarcia@shelton-torres.biz,(863)281-1574x30231,Intern,2021-03-03
479, Logan Parker ,,1979-07-21,2000-09-29,Finance,Software Engineer,27,Chennai,Terminated,,robert34@hotmail.com,001-706-656-1658x96429,,2005-07-19
480, Regina Deleon ,,1965-07-04,2023-11-30,  Engineering  ,Software Engineer,17,Chennai,Resigned,-1000.0,susan07@gmail.com,(938)299-6497x7211,,2023-12-24
481, Dennis Rollins ,Male,1988-09-22,2009-05-21,Operations,Finance Analyst,30, ,Active,51553.0,nthomas@yahoo.com,(370)583-6164,,
482, Mr. Aaron Aguilar ,Male,1980-12-07,1989-07-14,sales,Sales Executive,2,Chennai,,120556.0,matthewchen@morrow-wilson.info,+1-869-349-7424x55075,Intern,2011-07-04
483, Donna Erickson ,Male,1986-06-11,2024-03-30,Sales,Operations Lead,27,Chennai,Active,83151.0,vbaldwin@smith.info,468.817.9126x1615,Intern,
484, Joseph Park ,Male,1987-11-30,2016-02-16,Finance,Finance Analyst,1,Hyderabad,Active,,flemingcassidy@stevens.org,(324)708-0518x28260,Intern,
485, Darrell Delgado ,Male,1986-07-15,2011-08-05,  Engineering  ,Software Engineer,21,Chennai,Resigned,126214.0,jamesschaefer@yahoo.com,001-629-577-2554x30544,Intern,2020-08-16
486, Kimberly Johnston MD ,,1983-02-02,1988-03-11,  Engineering  ,Software Engineer,42,Hyderabad,,62031.0,paul02@gmail.com,983.749.9567x44181,Full-time,2020-12-27
487, David Mullen ,Female,1965-01-20,2000-05-13,Engineering,,4,Chennai,Terminated,-1000.0,boyerdavid@jones.com,271-623-1310x228,Intern,2002-04-11
488, Chase Brown ,Female,1990-09-15,2005-01-05,HR,Finance Analyst,15,Remote,Terminated,55588.0,leahhickman@hotmail.com,237.615.9685x74755,Intern,2017-01-06
489, Seth Robinson ,Male,2003-03-03,2012-03-26,Operations,Operations Lead,3,Bangalore,Terminated,,stevensonsabrina@hotmail.com,(513)365-5647x4463,Intern,2024-07-20
490, Alex Hall ,,1968-04-25,2004-07-17,HR,Software Engineer,8,Remote,,-1000.0,barrettmargaret@gmail.com,7573082455,Intern,2018-05-19
491, Angel Zimmerman ,,1981-02-08,1998-02-28,Finance,Software Engineer,2,Remote,Resigned,,georgewhite@hotmail.com,602-264-3567,Contract,2020-09-17
492, Jasmin Clark ,Female,1986-01-28,1989-05-17,  Engineering  ,HR Manager,8,Chennai,Active,,mmullins@gmail.com,228.566.2960x3723,,
493, Paige Carter ,Male,1994-01-25,2004-10-19,HR,Software Engineer,25,Remote,,,benjamin38@yahoo.com,001-786-219-8199x19924,Intern,2022-06-15
494, Jamie Noble ,Male,1992-04-21,2021-12-07,Finance,,16,Remote,Terminated,-1000.0,autumnshaw@hotmail.com,(982)142-9078x8036,,2022-12-06
495, David Rodriguez ,Male,1984-06-22,2008-09-12,HR,HR Manager,47,Bangalore,Resigned,,moralestyler@gmail.com,(847)644-4450x5244,Intern,2019-06-16
496, Kristen Peters ,Female,1966-10-08,1975-04-14,sales,HR Manager,30, ,Active,-1000.0,ewilliams@delgado.com,391-805-5480x84280,,
497, Mackenzie Harvey ,Female,1992-12-10,2015-12-20,  Engineering  ,HR Manager,16,Hyderabad,Terminated,122438.0,ruth06@yahoo.com,001-540-179-3464x340,Intern,2023-07-17
498, Kathryn Reyes ,Female,2000-09-17,2006-03-20,sales,Sales Executive,33,Hyderabad,,52859.0,rward@gmail.com,827-966-1161x57419,Full-time,2013-03-03
499, Michael White ,,1986-09-22,2017-07-15,Operations,Finance Analyst,43,Chennai,Terminated,-1000.0,gmcpherson@rodgers.com,(547)113-9203,Full-time,2020-06-13
