emp_id,full_name,gender,dob,join_date,department,job_title,manager_id,location,status,employment_type,salary,email,phone,last_working_day
327,Barbara Bird,Female,1979-08-20,1991-05-08,Engineering,Unknown,43,Bangalore,Terminated,Full-time,93008.89,mwood@anderson-mitchell.org,561-942-3893,2011-01-23
328,Rachel Johnson,Female,1980-05-25,2007-02-15,Sales,Finance Analyst,8,Bangalore,Active,Intern,83894.94,wanderson@miller.net,606-755-6445,
329,Douglas Colon,Male,1996-06-26,2023-12-13,Human Resource,Unknown,32,Hyderabad,Resigned,Intern,90928.6,gordondavid@yahoo.com,653-204-1909,2024-01-12
330,Melanie Lopez,Male,1998-02-03,2023-10-27,Engineering,Sales Executive,26,Chennai,Resigned,Contract,89530.07,amandadunn@hotmail.com,562-634-5060,2025-01-25
331,Amanda Valenzuela,Female,1971-06-11,2017-04-14,Sales,Software Engineer,13,Remote,Terminated,Intern,92911.53,martinezedward@johnston.com,189-951-7697,2019-01-23
332,Robert Bryant,Male,1970-12-08,2009-03-20,Finance,Hr Manager,45,Chennai,Resigned,Intern,74075.0,tchase@gmail.com,313-593-8428,2010-01-04
333,Amy Calderon,Male,1974-05-11,2021-02-19,Sales,Finance Analyst,13,Remote,Terminated,Full-time,83894.94,christopherramirez@simpson-griffin.com,387-502-1224,2023-01-18
334,Teresa Smith,Female,2000-06-01,2019-03-16,Human Resource,Hr Manager,14,Hyderabad,Active,Full-time,79067.0,xroberts@mendez.info,428-603-5922,
335,Travis Cameron,Female,2002-02-04,2004-05-25,Sales,Operations Lead,35,Unknown,Terminated,Unknown,81690.26,qshepherd@smith.info,258-111-3765,2007-01-03
336,Sarah Madden,Male,1992-09-25,2013-03-01,Engineering,Unknown,15,Remote,Terminated,Full-time,93008.89,baldwinwendy@sandoval.net,868-998-1052,2018-01-26
337,Alex Combs,Female,2000-07-29,2024-12-25,Operations,Unknown,40,Bangalore,Active,Unknown,32068.0,hollandtracy@yahoo.com,815-180-9127,
338,Daniel Ramirez,Female,1969-09-30,2000-06-30,Engineering,Hr Manager,46,Hyderabad,Terminated,Contract,79782.4,zlogan@strong-day.com,652-211-8211,2010-01-03
339,Thomas Jackson,Female,1970-12-03,2006-08-11,Sales,Sales Executive,30,Remote,Resigned,Intern,95811.82,molly42@benjamin.biz,381-112-3860,2010-01-12
340,Toni Johnson,Male,1992-10-24,2016-07-18,Engineering,Unknown,7,Chennai,Resigned,Intern,58112.0,fbradley@yahoo.com,483-541-4447,2020-01-15
341,Jeffrey Romero,Female,1971-11-29,2004-01-30,Engineering,Sales Executive,6,Hyderabad,Active,Contract,88160.0,louisrojas@costa.biz,805-444-3151,
342,Kenneth Webb,Female,1978-04-17,2021-10-17,Engineering,Sales Executive,33,Bangalore,Abscond,Unknown,137660.0,tmoran@yahoo.com,807-405-3770,2022-01-04
343,Robert Jefferson,Female,1998-09-15,2005-11-16,Engineering,Operations Lead,36,Unknown,Active,Full-time,69455.75,agonzalez@house-young.com,068-195-9947,
344,Christina Mcguire,Male,1981-10-28,2009-11-21,Human Resource,Software Engineer,50,Remote,Resigned,Full-time,89692.56,kevinhenson@yahoo.com,052-198-9386,2018-01-03
345,Katie Lutz,Female,1978-06-11,2002-05-05,Engineering,Operations Lead,28,Chennai,Abscond,Intern,69455.75,jcervantes@gmail.com,883-314-2187,2013-01-28
346,Daniel Villanueva,Male,2001-11-18,2017-10-05,Finance,Hr Manager,24,Remote,Active,Contract,92560.75,kimberlyhopkins@white.com,485-217-3936,
347,Bryan Scott,Female,1973-11-08,1995-05-19,Finance,Unknown,44,Chennai,Active,Intern,61977.0,robinsonwilliam@mendez.org,503-210-3205,
348,Darlene Smith,Male,2001-10-24,2009-05-23,Finance,Software Engineer,16,Bangalore,Active,Full-time,72015.4,kgraham@meyer.com,691-492-1524,
349,Logan Hernandez,Male,1991-07-07,2006-03-31,Sales,Operations Lead,29,Remote,Terminated,Unknown,72467.0,jamesharris@christensen-jones.com,629-700-9716,2013-01-05
350,Leah Huffman,Female,1995-12-30,2001-03-28,Sales,Software Engineer,4,Chennai,Terminated,Unknown,92911.53,kmays@hotmail.com,989-364-6078,2002-01-26
351,Zachary Moss,Unknown,1965-03-29,1982-11-17,Sales,Finance Analyst,5,Bangalore,Resigned,Unknown,83894.94,ujackson@scott.info,523-915-5802,2015-01-16
352,Shane Craig,Male,1970-07-19,2014-12-04,Sales,Software Engineer,36,Hyderabad,Terminated,Full-time,92911.53,nandrews@melendez.com,512-662-8957,2017-01-26
353,James Roy,Male,1982-02-16,2009-11-24,Human Resource,Unknown,39,Unknown,Terminated,Intern,90928.6,pacelarry@bishop-duncan.info,158-140-5280,2011-01-18
354,Amanda Diaz,Male,1967-02-01,1968-12-15,Operations,Unknown,47,Hyderabad,Abscond,Contract,140787.0,christine32@gmail.com,617-000-7187,1981-01-04
355,Laura Miller,Female,1993-12-08,2013-12-15,Engineering,Operations Lead,26,Unknown,Active,Unknown,69455.75,bjohnson@yahoo.com,302-173-8856,
356,Eric Rivera,Female,1989-06-04,2014-08-09,Operations,Hr Manager,28,Remote,Resigned,Unknown,75959.29,gphelps@yahoo.com,889-644-2010,2024-01-21
357,Zachary Williams,Unknown,1979-06-30,1998-07-10,Finance,Software Engineer,17,Hyderabad,Abscond,Full-time,72015.4,rebeccabenjamin@yahoo.com,955-759-3528,2016-01-25
358,Angel Burnett,Male,1973-09-25,1998-03-01,Sales,Unknown,29,Bangalore,Abscond,Unknown,112521.12,bmontes@gmail.com,797-525-1614,2005-01-18
359,Sarah Bryant,Male,1972-09-21,1986-11-05,Sales,Software Engineer,11,Unknown,Terminated,Intern,92911.53,iquinn@johnson.com,700-362-6455,2012-01-28
360,Gregory Stafford,Female,1973-10-28,2012-08-11,Sales,Unknown,27,Chennai,Abscond,Unknown,149188.0,miranda08@hotmail.com,969-633-4746,2022-01-09
361,Lindsay Hawkins,Female,1993-06-18,2001-08-22,Operations,Hr Manager,14,Unknown,Abscond,Unknown,61754.0,mark33@yahoo.com,306-171-6798,2007-01-04
362,David Moore,Unknown,1986-03-02,2001-01-23,Sales,Unknown,13,Chennai,Abscond,Contract,112521.12,melissavazquez@yahoo.com,010-088-0501,2018-01-18
363,Melissa Bell,Female,1968-03-27,2014-12-04,Engineering,Software Engineer,42,Unknown,Terminated,Full-time,109820.0,ajenkins@hotmail.com,283-386-3137,2020-01-11
364,Francisco Dean,Male,1978-02-14,2023-05-05,Operations,Unknown,41,Remote,Resigned,Unknown,80820.75,ricealexander@yahoo.com,561-856-0216,2024-01-20
365,Richard Acosta,Male,1964-12-01,1971-10-20,Engineering,Sales Executive,31,Remote,Abscond,Contract,89530.07,john93@schultz.com,573-142-2757,1992-01-30
366,Charles Burns,Unknown,1966-01-26,2019-12-06,Operations,Hr Manager,20,Remote,Abscond,Unknown,75959.29,awright@wright-fields.com,050-259-9828,2024-01-02
367,Amber Walls,Male,1988-05-26,2001-05-27,Operations,Hr Manager,40,Bangalore,Terminated,Full-time,75959.29,wagnersherry@yahoo.com,935-203-8690,2009-01-04
368,Matthew Johnson,Male,1965-02-15,1998-07-14,Finance,Unknown,10,Hyderabad,Active,Contract,83731.12,westbrenda@coleman.biz,219-703-1546,
369,Mary Cross,Unknown,1990-09-30,2015-01-17,Operations,Sales Executive,4,Remote,Abscond,Full-time,32721.0,jlyons@hotmail.com,451-267-5951,2017-01-14
370,Tammy Dixon,Male,1970-12-16,2018-03-25,Finance,Sales Executive,35,Remote,Abscond,Contract,95531.45,mark34@gmail.com,750-341-1025,2019-01-09
371,Michael Mason,Male,1993-04-16,2015-07-30,Sales,Finance Analyst,16,Remote,Terminated,Contract,83894.94,jennifer35@martin-cox.com,202-914-9113,2022-01-31
372,Gordon Carr,Female,1974-07-22,1978-07-13,Engineering,Finance Analyst,50,Bangalore,Active,Intern,99062.91,alopez@gray.com,642-993-5264,
373,Misty Campbell,Female,1969-07-26,1971-09-09,Human Resource,Software Engineer,21,Remote,Abscond,Intern,89692.56,mjones@saunders.com,767-217-0324,1987-01-03
374,Melissa Jackson,Female,1994-07-17,2018-12-31,Engineering,Finance Analyst,30,Bangalore,Active,Unknown,140876.0,oconnorian@yahoo.com,610-660-7128,
375,Lisa Lane,Female,1997-12-01,2013-02-04,Engineering,Sales Executive,46,Remote,Terminated,Intern,66336.0,eddiecastro@yahoo.com,500-820-2346,2015-01-19
376,Todd Gutierrez,Unknown,1981-11-29,1982-05-04,Engineering,Software Engineer,2,Unknown,Terminated,Intern,97408.24,rachelvaughan@gmail.com,539-985-8535,1996-01-05
377,Sean Solis,Unknown,1991-08-12,1993-02-17,Sales,Operations Lead,32,Hyderabad,Terminated,Intern,134412.0,scott33@gmail.com,057-724-8894,2000-01-23
378,Susan Mueller,Unknown,1978-10-26,2001-03-15,Finance,Operations Lead,29,Chennai,Active,Intern,77818.6,hsims@graves-keller.com,017-677-4875,
379,Richard Martinez,Male,1992-08-26,2005-06-26,Human Resource,Finance Analyst,31,Chennai,Resigned,Unknown,93426.0,robertsrichard@jackson.info,124-987-1048,2015-01-13
380,David Solomon,Female,1991-01-21,2018-09-16,Finance,Finance Analyst,12,Bangalore,Abscond,Intern,81128.9,josewilliamson@matthews.org,917-559-0314,2023-01-18
381,Evan Romero,Male,1977-11-15,1987-12-04,Engineering,Hr Manager,13,Remote,Resigned,Intern,79782.4,xjackson@martinez.com,652-086-8202,1990-01-11
382,Rhonda Jenkins,Female,1966-04-28,2001-08-26,Human Resource,Operations Lead,36,Chennai,Resigned,Full-time,92432.0,stephaniebriggs@hernandez.com,672-612-8335,2003-01-19
383,Sabrina Jones,Female,1972-12-28,2025-03-19,Operations,Finance Analyst,36,Hyderabad,Terminated,Full-time,89314.33,jamesellis@hunter.net,002-887-3029,2025-01-31
384,Jose Carr,Unknown,1997-08-28,2001-11-21,Engineering,Unknown,13,Bangalore,Abscond,Contract,93008.89,cynthia87@dean.com,313-720-2954,2012-01-07
385,Jessica Lopez,Male,1997-11-19,2020-11-21,Engineering,Hr Manager,24,Unknown,Active,Intern,38447.0,sandra42@yahoo.com,604-925-5845,
386,Kim Hoffman,Female,2000-08-18,2018-06-15,Sales,Hr Manager,25,Hyderabad,Active,Full-time,96422.61,egraham@reed-johnson.info,309-244-1787,
387,Barbara Hammond,Unknown,1975-05-11,1991-06-14,Operations,Hr Manager,8,Unknown,Active,Unknown,75959.29,susanpeck@hotmail.com,383-680-3152,
388,Tracey Marshall,Unknown,1977-12-14,1992-01-14,Operations,Finance Analyst,18,Hyderabad,Terminated,Full-time,89314.33,stevensmith@hotmail.com,190-391-6882,1994-01-14
389,Tyler Vargas,Male,1971-08-08,2003-08-24,Engineering,Unknown,34,Chennai,Active,Full-time,93008.89,colemanjohn@miller.com,005-017-1839,
390,Michael Bray,Female,1970-04-03,2023-10-14,Sales,Hr Manager,29,Bangalore,Terminated,Unknown,96422.61,hobbscynthia@hotmail.com,081-901-5620,2024-01-01
391,James Wilkerson,Female,1982-07-18,1983-04-28,Operations,Finance Analyst,39,Chennai,Abscond,Intern,89314.33,richard25@boyd-morgan.info,033-553-1470,1998-01-06
392,Robert White,Unknown,1975-06-26,2012-06-28,Sales,Sales Executive,28,Chennai,Terminated,Unknown,95811.82,nathanberry@hotmail.com,426-112-0952,2022-01-15
393,Jeffrey Rivera Md,Female,1995-05-13,2015-04-18,Sales,Unknown,35,Hyderabad,Terminated,Unknown,112521.12,julie46@mclaughlin-moore.com,817-906-1048,2024-01-04
394,Brittney Petersen,Female,1991-11-18,2021-12-08,Engineering,Unknown,3,Unknown,Active,Full-time,93008.89,gregory10@dickerson-booker.org,551-279-7181,
395,Jody Hernandez,Female,1988-07-18,2024-05-11,Operations,Operations Lead,14,Bangalore,Terminated,Full-time,97067.7,barry20@hansen-baker.com,072-364-1013,2024-01-14
396,James Welch,Female,1986-01-31,2013-06-14,Sales,Software Engineer,26,Chennai,Active,Contract,92911.53,robertomurphy@ponce-rhodes.net,628-333-9243,
397,Joshua Walker,Unknown,1975-03-11,2017-09-13,Engineering,Unknown,7,Unknown,Resigned,Contract,93008.89,lewisnicole@baker.com,408-287-8589,2023-01-20
398,Patricia Jenkins,Male,1983-05-28,2012-01-01,Finance,Finance Analyst,49,Hyderabad,Active,Contract,81128.9,deborahbell@hotmail.com,781-126-2118,
399,Jeanette Massey,Unknown,1972-04-12,1984-02-04,Sales,Unknown,43,Hyderabad,Active,Contract,118947.0,jordanmichael@hotmail.com,831-214-8738,
400,Eric Keller,Unknown,1988-10-15,2002-05-24,Engineering,Software Engineer,16,Chennai,Resigned,Full-time,97408.24,lauren64@yahoo.com,124-401-7463,2009-01-20
401,Peter Welch,Female,1994-08-26,1996-08-29,Human Resource,Hr Manager,35,Remote,Active,Contract,79067.0,reedamanda@gmail.com,163-672-2303,
402,Madison Jones,Female,1990-05-19,1995-11-26,Sales,Operations Lead,46,Hyderabad,Active,Full-time,60846.0,kevin82@burton.org,966-962-5006,
403,Marc Lynch,Unknown,1998-02-16,2019-09-07,Engineering,Hr Manager,42,Bangalore,Active,Contract,79782.4,dbraun@yahoo.com,774-659-9903,
404,Jeremy Jones,Unknown,1979-09-13,2006-03-02,Finance,Unknown,4,Chennai,Active,Full-time,83731.12,gsullivan@yahoo.com,612-271-4146,
405,Mikayla Peterson,Female,1967-09-13,1976-10-29,Engineering,Sales Executive,44,Bangalore,Resigned,Contract,89530.07,alexanderlopez@yahoo.com,608-899-8613,1998-01-11
406,Mr. Christopher Keith,Male,1976-09-20,1991-02-27,Sales,Software Engineer,4,Bangalore,Active,Intern,92911.53,greenisabel@wright.com,676-306-4356,
407,Jennifer Scott,Male,1995-01-31,2007-11-07,Operations,Operations Lead,21,Unknown,Abscond,Unknown,80587.0,jeanmitchell@gmail.com,235-800-9402,2008-01-05
408,Amy Suarez,Male,2002-05-19,2023-05-11,Engineering,Operations Lead,7,Unknown,Terminated,Intern,69455.75,willisapril@gmail.com,731-753-9799,2023-01-04
409,Ellen Mays,Unknown,1977-08-14,2008-02-17,Operations,Unknown,36,Hyderabad,Resigned,Intern,80820.75,hwhite@hill-riddle.com,523-856-9792,2009-01-12
410,Diana Dorsey,Female,1999-02-16,2014-12-12,Human Resource,Sales Executive,44,Unknown,Resigned,Contract,92810.2,gwendolyn72@casey.com,000-193-7356,2017-01-22
411,Linda Salinas,Female,1996-01-18,2023-10-21,Engineering,Software Engineer,47,Bangalore,Active,Unknown,97408.24,powersronald@lopez-anderson.net,640-755-2051,
412,Jose Lynch,Female,1978-03-24,2021-07-12,Sales,Hr Manager,40,Chennai,Active,Full-time,131576.0,fieldsmarie@green.com,671-812-1681,
413,Kimberly Buck,Male,1993-02-04,2002-12-11,Engineering,Software Engineer,43,Bangalore,Active,Intern,134632.0,qrodriguez@walker-horton.com,799-132-5266,
414,Edward Barnett,Unknown,1979-06-16,1990-02-03,Engineering,Sales Executive,41,Unknown,Resigned,Unknown,89530.07,kellyfischer@gmail.com,207-196-2195,2024-01-07
415,Richard Henry,Female,1991-08-21,1997-01-31,Sales,Sales Executive,21,Hyderabad,Resigned,Contract,125640.0,joshua75@hotmail.com,839-452-6727,2003-01-08
416,Shane Anderson,Male,1980-08-14,2002-03-17,Human Resource,Sales Executive,21,Hyderabad,Terminated,Full-time,92810.2,linda40@gmail.com,414-728-4248,2018-01-16
417,Tracy Holland,Female,1995-11-20,1998-07-27,Finance,Software Engineer,11,Bangalore,Active,Contract,72015.4,bblack@yahoo.com,973-225-2400,
418,Julie Nelson,Unknown,1988-03-13,2007-10-18,Operations,Software Engineer,47,Chennai,Active,Intern,43637.0,alice03@hotmail.com,574-760-4404,
419,Michele Scott,Female,1971-01-09,2006-01-01,Engineering,Finance Analyst,26,Bangalore,Active,Contract,55468.0,walljustin@cervantes.com,792-807-9531,
420,Michael Campbell,Female,1972-10-10,2005-04-05,Finance,Unknown,12,Unknown,Abscond,Full-time,51277.0,xmurray@morton.info,758-551-3229,2019-01-05
421,Alexis Stanton,Male,1994-06-11,2004-10-12,Human Resource,Operations Lead,50,Remote,Abscond,Intern,92432.0,youngmatthew@gonzalez-ibarra.com,143-002-4860,2017-01-04
422,Jeff Smith,Unknown,1990-09-09,2008-03-28,Sales,Operations Lead,21,Hyderabad,Resigned,Unknown,81690.26,paul34@kim.biz,058-401-4522,2020-01-03
423,Thomas Nelson,Female,1996-10-12,2024-01-28,Sales,Finance Analyst,22,Chennai,Abscond,Unknown,83894.94,nathan15@gmail.com,540-008-1257,2025-01-18
424,Leonard Boyd,Unknown,1992-12-31,2021-03-05,Sales,Finance Analyst,30,Remote,Active,Intern,83894.94,marywelch@taylor.org,842-476-6481,
425,Melissa Cole,Female,1974-12-15,2003-03-06,Engineering,Unknown,43,Unknown,Terminated,Full-time,93008.89,destiny80@gamble.com,538-887-9274,2024-01-17
426,Caitlin Hines,Unknown,1967-05-06,1989-11-21,Sales,Software Engineer,40,Unknown,Abscond,Full-time,92911.53,meganbass@reynolds.biz,278-798-1228,2003-01-11
427,Richard Frazier,Female,1975-11-10,1992-01-07,Sales,Hr Manager,14,Hyderabad,Terminated,Contract,96422.61,wrightcandace@gmail.com,432-209-2011,2008-01-20
428,Alyssa Harris,Unknown,1992-07-10,1996-06-03,Engineering,Software Engineer,21,Chennai,Active,Intern,97408.24,mitchellnichols@hotmail.com,671-578-9916,
429,Todd Jenkins,Male,1981-05-26,2013-06-16,Sales,Unknown,17,Unknown,Abscond,Unknown,97677.0,adamtaylor@taylor.com,515-436-7474,2022-01-18
430,Stephanie Vega,Male,1995-01-25,2010-11-10,Engineering,Operations Lead,28,Hyderabad,Abscond,Full-time,69455.75,virginiapowell@yahoo.com,819-950-1323,2022-01-10
431,Tiffany Wood,Unknown,2002-10-12,2024-10-05,Sales,Hr Manager,17,Hyderabad,Terminated,Full-time,138497.0,hvargas@johnson-jones.info,165-562-2183,2024-01-24
432,Bonnie Henderson,Male,1997-12-02,2004-11-01,Sales,Sales Executive,31,Chennai,Terminated,Intern,61764.0,hulljermaine@wu-mccullough.com,038-590-2939,2019-01-19
433,Alicia Davis,Unknown,1999-05-28,2008-12-22,Sales,Sales Executive,35,Remote,Terminated,Full-time,95811.82,englishregina@johns.info,822-909-8390,2019-01-17
434,Jeffrey Bridges,Unknown,1982-06-11,2023-04-30,Operations,Hr Manager,41,Bangalore,Active,Full-time,62202.0,griffinalexis@hickman-gonzales.org,900-943-0843,
435,Robert Ford,Unknown,1985-10-15,2024-09-03,Operations,Finance Analyst,18,Hyderabad,Resigned,Unknown,118998.0,shelleyross@maldonado.com,100-161-8029,2024-01-12
436,Sarah Morris,Female,2001-05-14,2004-02-23,Sales,Operations Lead,2,Bangalore,Resigned,Full-time,81690.26,jessicagutierrez@hayes.com,445-088-8816,2017-01-25
437,Katrina Rodriguez,Female,1981-10-09,2018-09-03,Engineering,Software Engineer,29,Chennai,Abscond,Full-time,97408.24,pagesharon@perry.com,204-958-6940,2020-01-27
438,Jessica Martin,Female,1982-06-24,1986-12-26,Sales,Sales Executive,14,Hyderabad,Abscond,Unknown,122615.0,michael16@heath.com,519-782-8549,2000-01-09
439,David Cooper,Female,1973-08-05,2008-07-25,Operations,Finance Analyst,18,Bangalore,Abscond,Full-time,124085.0,tracyrodriguez@hotmail.com,206-799-3320,2016-01-21
440,Ronald Ramirez,Unknown,1984-04-24,2019-03-04,Sales,Finance Analyst,37,Unknown,Abscond,Contract,104135.0,marknelson@hotmail.com,465-482-7441,2024-01-20
441,Ralph Nelson,Unknown,1975-10-04,1983-03-06,Operations,Sales Executive,50,Chennai,Terminated,Unknown,81318.86,cmontgomery@gmail.com,046-410-2786,2005-01-13
442,Nicole Terry,Male,1976-07-05,2002-12-31,Sales,Operations Lead,38,Remote,Terminated,Unknown,81690.26,yhernandez@yahoo.com,618-735-1523,2024-01-22
443,Kenneth Stevens,Female,1992-01-05,2008-06-24,Sales,Sales Executive,8,Remote,Active,Unknown,95811.82,stonepatrick@reynolds-perry.com,170-665-5014,
444,Kelly Scott,Female,1981-12-30,2015-01-19,Sales,Operations Lead,50,Bangalore,Resigned,Intern,98887.0,mossmatthew@molina-valdez.info,129-915-2789,2020-01-17
445,Ryan Flores,Unknown,1992-06-11,2024-03-26,Operations,Finance Analyst,40,Chennai,Resigned,Intern,89314.33,jwatson@bauer.com,786-885-0616,2024-01-15
446,Susan Curtis,Male,1988-09-08,2010-10-09,Sales,Hr Manager,7,Remote,Resigned,Contract,96422.61,halekatherine@hotmail.com,555-441-7812,2018-01-09
447,Kelly Torres,Female,1979-04-05,1980-09-25,Sales,Unknown,48,Unknown,Active,Intern,112521.12,krystal29@rodriguez.com,122-769-5730,
448,John Carroll,Female,2002-06-01,2018-04-25,Sales,Hr Manager,7,Hyderabad,Abscond,Full-time,126462.0,laurawilson@gardner.info,053-342-9771,2024-01-27
449,Tracy Terry,Male,1973-01-28,2017-04-01,Operations,Hr Manager,8,Remote,Resigned,Contract,75959.29,jenniferjones@hendricks.com,000-917-8115,2025-01-26
450,Edwin Sutton,Male,1966-11-09,2005-05-29,Engineering,Operations Lead,17,Unknown,Active,Full-time,60892.0,xsaunders@andrews.org,473-199-4542,
451,Sandra Johnson,Female,1995-03-26,2000-10-11,Sales,Sales Executive,40,Bangalore,Active,Full-time,104928.0,jsanchez@yahoo.com,812-687-8387,
452,Yolanda Williams,Male,1978-01-22,2005-06-10,Sales,Finance Analyst,7,Chennai,Terminated,Full-time,52662.0,alicialucas@hotmail.com,447-006-7843,2023-01-24
453,Amy Hebert,Unknown,1993-12-14,2010-03-07,Operations,Operations Lead,38,Hyderabad,Active,Contract,109073.0,kmathis@hotmail.com,432-331-0881,
454,Bryan Lindsey,Unknown,1983-10-27,2018-08-31,Operations,Unknown,41,Chennai,Terminated,Contract,58296.0,pharris@conway-barnett.org,468-382-1654,2021-01-13
455,John Sanchez,Unknown,1975-11-04,2001-11-20,Sales,Software Engineer,9,Hyderabad,Active,Contract,92911.53,qburke@ali.net,380-119-2816,
456,Eric Thompson,Female,1978-03-29,1990-09-27,Finance,Unknown,46,Hyderabad,Active,Contract,53503.0,pmorales@lynn.com,347-514-0514,
457,Paula Alvarado,Female,1998-08-06,2009-10-08,Operations,Unknown,18,Chennai,Terminated,Unknown,80820.75,kmartinez@hotmail.com,465-442-8082,2013-01-20
458,Rhonda Dominguez,Male,1991-11-06,2001-12-07,Engineering,Finance Analyst,15,Chennai,Resigned,Full-time,99062.91,Unknown,068-620-0408,2002-01-21
459,Julie Craig,Female,1971-08-17,1994-08-23,Engineering,Hr Manager,13,Hyderabad,Active,Intern,64791.0,Unknown,653-399-0394,
460,Ronald Mcconnell Dds,Male,1982-08-09,1997-07-11,Engineering,Hr Manager,50,Bangalore,Terminated,Intern,79782.4,rvang@hotmail.com,412-688-9057,2013-01-08
461,James Fuller,Female,1996-03-06,2011-12-17,Engineering,Hr Manager,17,Unknown,Resigned,Full-time,79782.4,brianperez@collins.biz,372-102-8561,2015-01-02
462,Leslie Lara,Female,1993-01-16,1993-03-23,Engineering,Operations Lead,41,Bangalore,Resigned,Intern,69455.75,garycherry@yahoo.com,603-889-8196,1995-01-31
463,Nancy Lee,Unknown,2000-01-28,2020-07-17,Engineering,Operations Lead,36,Chennai,Terminated,Unknown,69455.75,Unknown,598-027-2193,2021-01-08
464,Pamela Moore,Female,1999-02-18,2002-02-17,Human Resource,Software Engineer,21,Hyderabad,Active,Full-time,44198.0,victorcallahan@gmail.com,347-465-8707,
465,Pamela Williams,Unknown,1997-01-02,2017-08-25,Engineering,Hr Manager,9,Bangalore,Abscond,Full-time,79782.4,nrichardson@may.org,614-913-1071,2017-01-08
466,William Robinson,Male,1976-08-21,2002-04-04,Sales,Software Engineer,27,Hyderabad,Terminated,Unknown,92911.53,michaelmcknight@hotmail.com,518-022-6832,2019-01-19
467,Robert Mcgee,Female,1997-07-04,2005-10-13,Operations,Finance Analyst,16,Bangalore,Terminated,Intern,89314.33,nicole00@calhoun.com,951-054-8063,2015-01-15
468,Gwendolyn Bryan,Female,1990-01-10,1990-07-05,Sales,Operations Lead,16,Hyderabad,Terminated,Intern,81690.26,crystal59@peterson.com,995-460-7779,2017-01-05
469,Bradley Jennings,Male,1990-09-15,1995-02-27,Engineering,Finance Analyst,28,Bangalore,Active,Full-time,99062.91,cpadilla@higgins-stewart.com,747-899-9037,
470,Tina Howell,Male,1980-10-19,1991-08-25,Engineering,Hr Manager,3,Unknown,Terminated,Contract,133827.0,bjohnson@fox.com,008-096-3292,2006-01-06
471,Rebecca Parks,Male,1976-10-07,1979-10-22,Operations,Unknown,10,Chennai,Resigned,Full-time,80820.75,sarah25@white.com,811-723-5999,2007-01-02
472,Jasmine Lin,Female,1971-02-22,1990-04-12,Engineering,Software Engineer,12,Unknown,Resigned,Unknown,97408.24,jonesrita@shaw.info,501-492-9372,1994-01-04
473,Catherine Brown,Female,1999-07-30,2010-03-20,Engineering,Software Engineer,35,Remote,Resigned,Contract,97408.24,kathleenbird@smith.biz,058-716-4640,2015-01-28
474,Dana Lopez,Male,1971-12-29,1990-10-07,Sales,Unknown,44,Unknown,Abscond,Full-time,112521.12,munozmichael@yahoo.com,826-150-8511,2012-01-12
475,Mrs. Katie Dickson,Male,1971-03-18,1979-03-18,Engineering,Sales Executive,7,Remote,Resigned,Intern,128893.0,alvarezmaurice@bruce.biz,178-462-8610,1984-01-06
476,Erica Gonzalez,Female,1986-02-03,2022-07-14,Operations,Hr Manager,21,Hyderabad,Terminated,Unknown,139726.0,Unknown,192-666-6263,2024-01-01
477,Betty Perez,Unknown,1980-08-28,1996-07-07,Human Resource,Sales Executive,41,Bangalore,Resigned,Unknown,92810.2,qsmith@hayes-johnson.com,769-929-9322,2017-01-18
478,Gary Williams,Male,1997-11-08,2011-05-11,Engineering,Operations Lead,10,Chennai,Abscond,Intern,69455.75,ygarcia@shelton-torres.biz,863-281-1574,2021-01-03
479,Logan Parker,Unknown,1979-07-21,2000-09-29,Finance,Software Engineer,27,Chennai,Terminated,Unknown,72015.4,robert34@hotmail.com,706-656-1658,2005-01-19
480,Regina Deleon,Unknown,1965-07-04,2023-11-30,Engineering,Software Engineer,17,Chennai,Resigned,Unknown,97408.24,susan07@gmail.com,938-299-6497,2023-01-24
481,Dennis Rollins,Male,1988-09-22,2009-05-21,Operations,Finance Analyst,30,Unknown,Active,Unknown,51553.0,nthomas@yahoo.com,370-583-6164,
482,Mr. Aaron Aguilar,Male,1980-12-07,1989-07-14,Sales,Sales Executive,2,Chennai,Abscond,Intern,120556.0,matthewchen@morrow-wilson.info,869-349-7424,2011-01-04
483,Donna Erickson,Male,1986-06-11,2024-03-30,Sales,Operations Lead,27,Chennai,Active,Intern,83151.0,vbaldwin@smith.info,468-817-9126,
484,Joseph Park,Male,1987-11-30,2016-02-16,Finance,Finance Analyst,1,Hyderabad,Active,Intern,81128.9,flemingcassidy@stevens.org,324-708-0518,
485,Darrell Delgado,Male,1986-07-15,2011-08-05,Engineering,Software Engineer,21,Chennai,Resigned,Intern,126214.0,jamesschaefer@yahoo.com,629-577-2554,2020-01-16
486,Kimberly Johnston Md,Unknown,1983-02-02,1988-03-11,Engineering,Software Engineer,42,Hyderabad,Abscond,Full-time,62031.0,paul02@gmail.com,983-749-9567,2020-01-27
487,David Mullen,Female,1965-01-20,2000-05-13,Engineering,Unknown,4,Chennai,Terminated,Intern,93008.89,boyerdavid@jones.com,271-623-1310,2002-01-11
488,Chase Brown,Female,1990-09-15,2005-01-05,Human Resource,Finance Analyst,15,Remote,Terminated,Intern,55588.0,leahhickman@hotmail.com,237-615-9685,2017-01-06
489,Seth Robinson,Male,2003-03-03,2012-03-26,Operations,Operations Lead,3,Bangalore,Terminated,Intern,97067.7,stevensonsabrina@hotmail.com,513-365-5647,2024-01-20
